Company,Year,Quarter,Sentence,Sentiment,Score,Topic 1,Topic 2,Keyword
Brinker International,2019,Q1,"it's on food, service, sure says .",positive,0.9948246479034424,Null,Null,food service sure
Brinker International,2019,Q1,sure: we have a survey size with almost 20% of our guests giving us feedback every day .,positive,0.9851149916648865,Null,Null,sure survey size % guests feedback day
Brinker International,2019,Q1,consolidated comp sales for the quarter were lower than the full year guided range .,negative,0.9931471943855286,Null,Null,range quarter were full year year guided consolidated comp sales
Brinker International,2019,Q1,"maggiano's was a little tougher quarter, with some headwinds .",negative,0.7117923498153687,Null,Null,maggiano headwinds little tougher quarter
Brinker International,2019,Q1,the company is looking at opportunities to improve its performance .,neutral,0.9942195415496826,Null,Null,company opportunities performance
Brinker International,2019,Q1,maggiano's took a 20 basis point hit at the Brinker level from weather .,positive,0.9126666784286499,Null,Null,maggiano basis Brinker point hit level from weather
Brinker International,2019,Q1,the company is very comfortable with where that comp has set us up for the rest of the year .,neutral,0.9445743560791016,Null,Null,company comp set rest year
Brinker International,2019,Q1,"despite that, we performed very well throughout the quarter .",neutral,0.989410400390625,Null,Null,quarter
Brinker International,2019,Q1,"chili's digital platform is offering delivery, when do you expect to start advertising the service more aggressively?",positive,0.6813564300537109,Null,Null,chili offering delivery start advertising service digital platform
Brinker International,2019,Q1,we're pleased with what's going on within the third-party aspect of delivery .,neutral,0.9869743585586548,Outsourcing,Null,third-party aspect aspect of delivery
Brinker International,2019,Q1,"last year, we took a gain minus transaction cost of a little over $13 million .",positive,0.9326708912849426,Null,Null,gain minus transaction cost last year
Brinker International,2019,Q1,the pickup on delivery isn't the same across every market .,positive,0.9934116005897522,Null,Null,market pickup on delivery
Brinker International,2019,Q1,"over time, the franchise community tends to move into the same space .",positive,0.9919226169586182,Null,Null,time franchise community tends move same space
Brinker International,2019,Q1,we've reduced the size of our franchise world .,negative,0.8071097731590271,Null,Null,size franchise world
Brinker International,2019,Q1,3 for $10 is doing what it's been targeted to do and continues to perform very well .,neutral,0.9892770051956177,Null,Null,perform
Brinker International,2019,Q1,the culinary team and the marketing team have done a great job at it .,neutral,0.9760928153991699,Null,Null,marketing culinary team great job
Brinker International,2019,Q1,we're in test with some very exciting ideas that will come forward this year .,neutral,0.6941317319869995,Null,Null,test ideas year
Brinker International,2019,Q1,we're now through the lap of really the aggressive introduction of 3 for $10 .,positive,0.9895703792572021,Null,Null,lap aggressive introduction
Brinker International,2019,Q1,we'll be layering in some innovation in the near future .,positive,0.8715261220932007,Innovation,Null,innovation future
Brinker International,2019,Q1,"""we're a little more focused on some of the convenience aspects of driving the business""",positive,0.991783857345581,Null,Null,convenience aspects business
Brinker International,2019,Q1,we didn't see a whole lot of additional headwind in the second quarter .,negative,0.6945770978927612,Null,Null,whole lot second quarter lot of additional headwind
Brinker International,2019,Q1,we don't anticipate significant changes in our ability to continue to perform .,positive,0.9470877647399902,Null,Null,anticipate ability continue perform significant changes
Brinker International,2019,Q1,"within a quarter it should be relatively clean, we think .",positive,0.9073944091796875,Null,Null,quarter clean think
Brinker International,2019,Q1,Wyman T. Roberts is the CEO and non-independent director of doordash .,positive,0.9924024343490601,Null,Null,CEO Wyman T. T. Roberts non-independent director director of doordash
Brinker International,2019,Q1,"""we like the work that's being done on their side to support the brand,"" he says .",neutral,0.8156617283821106,Null,Null,work side support brand
Brinker International,2019,Q1,"the partnership is early stage, but we're comfortable with that, both brands actually .",neutral,0.6625761985778809,Null,Null,partnership brands early stage
Brinker International,2019,Q1,Wyman T. Roberts has been doing takeout for years .,positive,0.991565465927124,Null,Null,takeout years Wyman T. T. Roberts
Brinker International,2019,Q1,"now we're looking much more closely at, how do we package .",positive,0.9929144382476807,Packaging,Null,package
Brinker International,2019,Q1,how effective is the packaging?,positive,0.9468013644218445,Packaging,Null,packaging
Brinker International,2019,Q1,what are the costs?,positive,0.9944349527359009,Null,Null,costs
Brinker International,2019,Q1,Wyman T. Roberts is a big company that prides itself on doing things relatively quickly .,positive,0.9403330683708191,Null,Null,prides things Wyman T. T. Roberts big company
Brinker International,2019,Q1,"maggiano's comp was down, but is that a leading indicator of softness for the holiday season?",negative,0.4962879419326782,Null,Null,maggiano holiday season comp was leading indicator indicator of softness
Brinker International,2019,Q1,"""it looks like there's a little bit more headwind there""",negative,0.9555832743644714,Null,Null,looks headwind little bit
Brinker International,2019,Q1,"""we're quite impressed to see you're able to hold that flat as a percentage of sales"" ""the biggest initiative is really just the ongoing execution and the muscle memory,"" says Joseph G. Taylor .",neutral,0.6222813725471497,Null,Null,hold percentage sales initiative execution muscle memory Joseph G. G. Taylor
Brinker International,2019,Q1,"""we have talked about simplifying things in the past, and we know there was always a lot of discussion around the menu""",positive,0.9908434152603149,Null,Null,things past menu lot of discussion
Brinker International,2019,Q1,"""from a Chili's perspective, you have low single- digit commodity inflation,"" says Wyman t. Roberts CEO .",positive,0.9527009129524231,Commodities,Null,Chili perspective Wyman t. Roberts CEO low single- digit commodity single- digit commodity inflation
Brinker International,2019,Q1,"""all things seem to be going well on your end,"" says non-independent director .",neutral,0.9554140567779541,Null,Null,things seem end non-independent director
Brinker International,2019,Q1,the industry is struggling a little bit to drive traffic and keep bodies coming into the brand .,negative,0.9852234125137329,Null,Null,industry drive traffic bodies brand little bit
Brinker International,2019,Q1,we're confident that the strategies we've got in place will continue to do that .,neutral,0.6609479784965515,Null,Null,confident strategies place continue
Brinker International,2019,Q1,there was an incremental level of manager bonus year-over-year .,neutral,0.616240382194519,Null,Null,bonus incremental level level of manager
Brinker International,2019,Q1,there's been some evidence that maybe we'll see at least in the near term a step up in competition among aggregators .,neutral,0.9378437399864197,Null,Null,evidence term step competition aggregators
Brinker International,2019,Q1,"""we don't see any reason why we can't have a similar long runway with delivery,"" says Joseph G. Taylor executive VP & CFO .",positive,0.9828465580940247,Null,Null,reason executive VP CFO Joseph G. G. Taylor runway with delivery
Brinker International,2019,Q1,a great partnership is going to continue to leverage us and them to a position of strength in the category .,neutral,0.9918075203895569,Null,Null,continue leverage category great partnership position of strength
Brinker International,2019,Q1,"in the past, that had been a strong double-digit or mid-teens type of growth rate .",neutral,0.647291898727417,Null,Null,past mid-teens rate strong double-digit type of growth
Brinker International,2019,Q1,"Wyman T. Roberts CEO, President & Non-Independent Director BRINKER INTERNATIONAL, INC.",positive,0.994387686252594,Null,Null,CEO President BRINKER INTERNATIONAL INC Wyman T. T. Roberts Non-Independent Director
